area,bank_1000,bank_500,bus_stop_1000,bus_stop_500,cafe_1000,cafe_500,cinema_1000,cinema_500,distance_to_bus_stop,distance_to_center,distance_to_school,distance_to_subway,floor,floors_total,government_1000,government_500,hospital_1000,hospital_500,hotel_1000,hotel_500,leisure_1000,leisure_500,mean_salaries_1000,mean_salaries_500,median_salaries_1000,median_salaries_500,nightlife_1000,nightlife_500,office_1000,office_500,point_of_interest_1000,point_of_interest_500,price_per_m,rooms,school_1000,school_500,shop_1000,shop_500,subway_station_1000,subway_station_500,tram_stop_1000,tram_stop_500,univercity_1000,univercity_500,vacancy_1000,vacancy_500,year
90.0,3,3,17,7,2,0,0,0,181,2102,153,2050,2,10,4,2,1,1,1,0,0,0,32,0,22,0,0,0,7,4,0,0,57,3,4,3,24,10,0,0,6,4,0,0,8,0,2011
34.0,4,1,15,3,3,0,1,0,119,3854,1177,1475,9,9,2,0,0,0,2,0,0,0,36,0,27,0,0,0,3,0,0,0,57,1,0,0,28,11,0,0,7,3,0,0,6,0,1984
56.6,3,1,14,0,5,1,0,0,574,3796,474,699,6,12,2,0,2,0,1,0,0,0,33,36,32,40,3,2,2,0,4,0,65,2,1,1,27,9,1,0,4,0,0,0,27,3,1994
33.3,7,1,27,6,20,2,0,0,159,6561,960,669,7,12,2,0,2,0,2,1,1,0,35,37,32,35,5,0,8,0,6,1,66,1,1,0,72,18,1,0,10,4,1,0,84,34,1979
97.0,3,1,11,2,2,1,0,0,435,2268,677,4740,12,16,0,0,1,0,0,0,2,1,39,37,42,41,2,2,1,1,0,0,58,3,1,0,37,19,0,0,3,0,0,0,9,8,2004
73.0,2,2,26,11,4,1,0,0,63,2314,2137,5779,6,17,0,0,1,1,0,0,2,2,42,0,42,0,0,0,0,0,4,1,68,2,0,0,27,13,0,0,6,2,0,0,2,0,2014
60.0,1,0,16,4,2,1,0,0,421,1910,1730,5544,15,16,0,0,1,0,0,0,1,1,28,0,29,0,0,0,1,1,0,0,93,2,0,0,12,5,0,0,5,1,0,0,3,0,2013
53.7,0,0,1,0,0,0,0,0,576,6622,1482,2134,2,10,1,0,0,0,0,0,0,0,38,55,25,48,2,0,0,0,0,0,53,2,0,0,10,0,0,0,0,0,0,0,7,3,2002
30.0,4,0,20,0,3,0,0,0,614,1719,868,4613,1,5,0,0,1,0,0,0,0,0,36,0,30,0,0,0,0,0,2,0,63,1,1,0,16,1,0,0,4,0,0,0,5,0,1970
44.0,8,2,38,9,30,10,0,0,144,7175,795,1007,6,9,1,1,2,1,2,1,2,0,38,32,30,30,5,4,16,6,7,3,63,2,3,0,54,21,0,0,12,2,1,0,90,18,1977
213.0,12,3,35,8,33,9,0,0,230,8763,154,1976,3,7,6,0,1,0,2,2,0,0,41,41,40,41,5,0,6,2,14,2,96,4,1,1,25,6,0,0,11,4,3,1,97,64,2002
38.0,4,1,20,3,8,0,1,0,322,5916,864,748,12,16,1,0,2,1,1,0,2,1,33,28,31,28,0,0,1,0,1,1,65,1,1,0,52,9,1,0,9,3,0,0,46,10,1971
46.0,2,1,17,5,6,1,1,0,355,3695,689,1075,3,19,2,0,1,0,1,1,1,0,31,34,30,32,2,1,0,0,0,0,59,1,2,0,31,4,0,0,7,2,0,0,34,15,2010
50.2,1,0,6,0,2,1,0,0,617,5118,1660,1362,4,9,1,0,0,0,1,1,1,0,35,37,32,37,0,0,2,0,1,0,74,1,0,0,7,2,0,0,2,0,0,0,15,2,1
46.0,4,0,16,4,10,2,0,0,362,5201,783,645,8,10,5,3,3,0,4,0,4,2,37,48,28,37,1,0,3,2,5,2,64,1,1,0,35,7,1,0,4,0,0,0,45,20,1989
41.1,9,0,22,2,7,0,0,0,413,85,997,3599,1,9,0,0,1,0,1,0,3,0,25,0,26,0,2,0,0,0,3,0,53,2,1,0,56,8,0,0,6,0,0,0,4,0,1968
50.8,3,1,10,3,0,0,0,0,158,3693,975,3021,11,12,1,1,0,0,0,0,0,0,38,0,36,0,0,0,1,0,2,1,52,1,1,0,9,2,0,0,5,2,0,0,8,0,2001
42.8,3,2,21,1,8,2,1,0,481,5642,964,643,1,5,0,0,2,1,1,1,2,2,33,31,31,28,1,0,1,0,1,0,56,2,1,0,46,18,1,0,8,0,0,0,48,16,1963
55.0,4,2,14,3,10,4,0,0,380,4562,329,1415,4,5,3,2,2,1,3,2,4,2,42,0,32,0,3,2,5,1,9,1,49,2,2,2,43,20,0,0,6,1,0,0,30,0,0
42.7,4,1,16,7,3,2,0,0,224,3010,874,1192,8,9,2,0,1,1,0,0,1,0,33,30,40,22,1,0,1,1,3,0,42,2,1,0,23,8,0,0,6,3,0,0,15,3,1987
55.0,3,1,13,5,1,0,0,0,361,3721,1150,2773,4,4,1,1,0,0,0,0,0,0,42,0,42,0,0,0,1,0,2,0,52,3,0,0,11,4,0,0,5,2,0,0,4,0,1960
45.0,1,0,6,2,0,0,0,0,176,5609,664,1225,3,5,1,0,1,0,0,0,0,0,21,0,17,0,3,1,0,0,1,0,48,2,2,0,16,2,0,0,4,2,0,0,3,0,1964
58.0,1,0,10,1,0,0,0,0,373,5957,1062,1404,1,5,1,0,0,0,0,0,0,0,58,0,48,0,3,1,0,0,1,1,45,3,0,0,17,5,0,0,4,1,0,0,3,0,1964
80.0,2,0,24,11,4,4,0,0,167,2275,2540,5896,11,20,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,71,2,0,0,27,10,0,0,5,3,0,0,0,0,2007
29.3,7,1,13,3,1,0,0,0,151,3040,836,707,5,5,0,0,2,0,1,0,0,0,35,44,28,36,1,0,2,1,1,0,56,1,2,0,34,5,1,0,4,0,0,0,26,14,1979
47.0,5,2,61,13,29,10,0,0,57,10015,722,3276,2,2,8,0,2,0,3,1,0,0,44,28,40,25,6,3,6,2,16,3,29,3,2,0,26,3,0,0,22,4,3,0,52,7,1
46.0,2,0,18,0,6,1,1,0,518,3864,603,906,11,12,2,0,0,0,1,1,0,0,42,33,30,31,2,1,0,0,0,0,64,1,3,0,32,4,1,0,7,0,0,0,43,14,2011
78.6,1,0,9,0,3,1,0,0,645,2174,1842,5811,3,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,72,3,0,0,11,3,0,0,3,0,0,0,0,0,2014
43.5,3,1,17,6,3,2,1,1,202,3933,1011,1018,5,5,4,1,0,0,1,0,0,0,39,0,40,0,1,0,2,0,0,0,57,2,0,0,23,17,0,0,6,3,0,0,11,0,1963
150.0,9,1,52,12,27,2,0,0,156,9188,747,2478,7,9,3,3,2,1,4,0,0,0,40,44,40,35,5,0,9,1,15,5,93,4,1,0,24,10,0,0,14,4,3,0,131,19,2007
68.0,2,0,15,2,1,1,0,0,132,2562,1607,5704,7,9,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,50,3,0,0,15,1,0,0,5,2,0,0,0,0,1980
74.0,2,0,3,1,0,0,0,0,456,3179,375,4051,3,5,1,0,0,0,0,0,0,0,35,24,34,24,0,0,0,0,0,0,41,4,1,1,3,2,0,0,1,0,0,0,6,1,1974
152.1,9,3,22,4,26,17,0,0,234,8908,350,2092,10,25,6,2,1,0,2,2,0,0,41,41,40,47,7,2,4,1,14,2,138,5,1,1,15,4,0,0,10,2,5,3,89,55,0
55.0,6,1,26,11,6,2,0,0,165,1879,2063,5450,4,14,0,0,1,1,0,0,2,2,34,0,30,0,0,0,0,0,5,2,65,2,0,0,32,11,0,0,4,2,0,0,7,0,2016
52.6,4,1,19,0,10,3,0,0,650,4911,576,1103,5,5,5,2,4,1,3,3,4,2,43,33,32,24,2,1,6,1,6,0,57,2,3,0,47,10,0,0,5,0,0,0,27,3,1977
72.0,4,0,16,0,4,2,0,0,584,2319,46,4081,24,25,0,0,1,0,1,0,1,1,35,50,38,50,2,0,3,0,2,0,59,2,1,1,44,21,0,0,5,0,0,0,12,1,2015
72.5,5,0,14,2,1,1,0,0,111,4176,1826,1787,1,5,0,0,0,0,0,0,0,0,42,65,45,65,0,0,1,1,0,0,35,2,0,0,16,1,0,0,6,2,0,0,11,1,0
79.8,0,0,16,8,1,1,0,0,173,11969,996,5205,5,5,0,0,1,0,1,0,0,0,23,0,23,0,0,0,2,0,4,1,37,2,1,0,4,2,0,0,3,1,0,0,6,0,1
53.0,3,1,16,7,8,6,0,0,210,4385,286,1474,20,22,3,0,3,0,3,2,5,2,44,40,32,40,3,2,3,1,8,1,75,1,2,1,30,13,0,0,6,4,0,0,26,2,2013
31.9,6,2,60,14,30,17,0,0,140,10091,665,3321,3,3,8,1,2,0,3,2,0,0,40,27,35,22,6,3,6,1,19,5,65,1,3,0,22,5,0,0,22,6,3,0,42,6,1888
71.0,5,2,14,4,4,2,1,0,337,3528,849,434,4,4,4,0,1,1,1,1,0,0,38,30,33,31,0,0,4,1,2,1,45,3,1,0,36,18,1,1,2,0,0,0,28,11,1967
57.1,4,0,58,20,27,15,0,0,167,10372,369,3631,3,3,7,1,1,0,3,2,0,0,37,37,29,30,5,3,4,1,12,2,84,2,3,1,17,7,0,0,21,10,2,0,21,6,1917
48.0,4,1,10,1,1,0,0,0,105,2977,1136,2493,5,18,1,0,0,0,1,0,0,0,36,33,32,32,2,1,0,0,5,1,57,1,0,0,9,6,0,0,0,0,1,1,53,13,2016
57.2,1,0,9,3,4,1,0,0,304,5015,1425,1164,5,22,1,0,1,0,1,1,2,0,43,37,35,37,0,0,2,0,4,0,85,1,0,0,13,3,0,0,4,1,0,0,30,2,2014
50.3,4,1,13,8,0,0,0,0,194,2205,135,4300,12,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,2,2,1,10,5,0,0,5,2,0,0,0,0,1979
33.0,5,3,18,7,6,2,0,0,77,869,188,3524,2,9,1,0,1,0,0,0,1,0,38,0,38,0,1,0,2,0,2,0,65,1,2,1,33,13,0,0,0,0,0,0,2,0,1972
69.3,5,2,16,5,4,0,0,0,188,1569,1449,4921,9,12,0,0,1,0,0,0,2,0,34,36,27,30,0,0,0,0,2,1,51,3,0,0,36,4,0,0,1,0,0,0,6,5,1982
64.0,3,1,9,0,3,2,0,0,682,2420,393,4383,8,9,0,0,1,0,1,0,1,1,38,39,41,42,2,2,1,1,0,0,67,2,1,1,40,31,0,0,2,0,0,0,10,9,2012
108.0,3,1,17,3,8,7,0,0,478,4772,604,1105,4,9,5,1,4,1,3,2,4,3,45,48,35,35,3,0,4,2,7,2,72,4,3,0,40,13,0,0,5,2,0,0,27,19,2007
48.0,1,0,6,2,0,0,0,0,182,5675,681,1319,4,5,1,0,1,0,0,0,0,0,23,0,23,0,3,1,0,0,2,0,47,2,2,0,16,2,0,0,4,2,0,0,2,0,1964
46.5,0,0,1,0,2,0,0,0,640,4792,2816,7192,4,14,0,0,0,0,0,0,0,0,20,20,20,20,0,0,0,0,0,0,49,1,0,0,2,0,0,0,0,0,0,0,1,1,2011
50.0,4,1,18,2,4,0,1,0,125,2249,970,3226,16,16,1,1,1,0,2,0,0,0,35,50,28,50,2,0,3,1,7,4,72,1,2,0,23,1,0,0,6,0,1,0,30,2,2012
96.0,3,2,5,2,1,0,0,0,345,2692,879,2570,16,19,1,1,0,0,1,0,0,0,37,30,35,24,2,1,1,0,4,2,71,3,2,0,8,7,0,0,0,0,1,1,36,17,2009
53.0,3,1,14,2,3,1,0,0,413,2146,445,4562,5,16,0,0,1,0,0,0,2,1,38,37,41,41,2,2,2,1,0,0,66,1,1,1,40,28,0,0,4,0,0,0,10,4,2006
52.9,7,1,22,1,7,3,0,0,427,518,1353,4190,9,9,0,0,1,0,1,0,2,1,28,27,29,27,1,0,0,0,2,1,63,2,0,0,40,14,0,0,6,0,0,0,5,3,1974
66.5,0,0,1,0,2,0,0,0,640,4792,2816,7192,8,10,0,0,0,0,0,0,0,0,20,20,20,20,0,0,0,0,0,0,83,2,0,0,2,0,0,0,0,0,0,0,1,1,2011
85.0,7,2,21,7,3,1,0,0,185,658,1636,4029,3,9,0,0,1,0,1,1,2,1,29,0,29,0,1,1,0,0,1,0,62,4,0,0,33,7,0,0,10,3,0,0,2,0,1976
45.0,4,0,12,4,3,2,0,0,235,1640,332,2669,1,5,3,2,1,0,0,0,0,0,26,26,20,20,1,0,8,2,0,0,60,2,5,2,29,8,0,0,6,0,0,0,6,6,1967
50.0,4,2,18,0,9,7,0,0,585,4756,529,1222,7,10,5,2,4,1,3,2,4,3,44,38,32,38,3,1,6,1,6,1,70,2,3,0,47,15,0,0,5,0,0,0,25,2,1
81.0,2,1,22,3,11,1,0,0,182,7960,676,2049,1,9,4,4,2,0,1,0,1,0,31,38,25,24,2,0,3,0,1,0,60,4,1,0,20,7,0,0,6,3,1,0,25,6,1988
81.8,11,1,54,6,30,2,0,0,278,8992,620,2285,8,9,3,3,2,1,3,0,0,0,40,46,40,35,2,0,10,0,14,5,86,2,1,0,23,13,0,0,13,4,3,0,132,19,1995
22.6,0,0,15,7,1,1,0,0,349,5213,226,351,9,9,1,1,0,0,2,0,0,0,29,50,25,50,2,1,0,0,1,0,57,1,1,1,1,0,2,1,9,4,1,1,18,1,1976
80.0,8,2,16,5,3,0,0,0,255,448,1072,3234,2,9,1,0,1,0,0,0,1,1,24,19,24,19,2,0,1,0,2,2,74,3,0,0,39,11,0,0,6,2,0,0,2,1,1978
74.0,4,0,13,6,1,0,0,0,371,1959,354,4370,11,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,47,3,2,1,12,6,0,0,5,2,0,0,0,0,1985
21.0,0,0,14,7,1,1,0,0,341,5198,165,416,3,9,1,1,0,0,2,0,0,0,29,33,25,33,2,1,0,0,1,1,58,1,1,1,1,0,2,1,8,4,1,1,18,2,1975
48.7,2,2,15,7,9,2,0,0,213,4159,600,1687,6,25,1,0,2,1,2,0,5,1,42,43,31,48,2,2,3,0,3,3,63,1,1,0,20,7,0,0,6,4,0,0,30,3,0
50.0,2,1,17,7,5,1,1,0,363,3698,715,1055,15,16,2,0,1,0,1,1,1,0,32,34,30,32,1,1,0,0,0,0,69,2,2,0,30,4,0,0,7,3,0,0,33,15,2010
47.0,4,2,14,4,11,4,0,0,308,4483,227,1466,1,5,2,2,2,1,3,2,3,2,41,0,32,0,3,2,6,1,8,3,53,2,2,2,42,19,0,0,6,2,0,0,42,0,1974
44.5,3,1,12,5,4,3,1,0,329,3939,965,722,11,27,4,1,1,0,2,0,0,0,31,36,30,40,1,1,3,0,2,0,50,1,1,0,31,2,1,0,4,1,0,0,24,5,0
66.0,2,0,24,11,4,4,0,0,167,2275,2540,5896,16,20,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,90,2,0,0,27,10,0,0,5,3,0,0,0,0,2007
56.2,5,0,59,14,29,10,0,0,102,10093,647,3361,3,7,8,0,2,1,3,1,0,0,44,28,40,25,6,3,4,2,16,3,71,2,2,0,25,4,0,0,22,5,2,0,50,7,1
24.0,6,2,18,0,3,0,0,0,570,1501,1013,4510,2,5,0,0,1,0,0,0,0,0,36,0,30,0,0,0,0,0,2,0,52,1,0,0,26,3,0,0,3,0,0,0,5,0,1969
70.0,1,1,7,2,4,1,0,0,129,8052,831,2135,10,10,4,4,0,0,1,0,1,0,33,55,19,34,1,0,1,1,0,0,72,3,1,0,16,5,0,0,4,2,0,0,8,3,1991
87.0,6,0,17,3,2,0,0,0,164,2901,657,839,10,18,2,0,1,0,1,1,0,0,38,44,35,36,0,0,4,1,1,0,80,3,1,0,25,6,1,0,3,0,0,0,27,14,2009
22.0,8,5,14,7,2,1,0,0,371,4234,603,436,5,5,1,0,2,1,0,0,0,0,40,45,40,44,2,0,3,1,5,3,59,1,1,0,31,13,2,1,6,4,0,0,11,8,1962
140.5,2,1,35,12,19,5,0,0,221,11240,241,4434,4,9,4,3,0,0,3,1,0,0,34,25,25,25,1,1,5,3,12,5,104,3,3,2,18,8,0,0,10,0,1,1,13,6,2008
72.0,5,0,25,9,22,7,0,0,75,6353,380,462,4,9,4,1,4,2,1,0,1,0,35,52,30,40,4,1,10,3,11,2,93,3,1,1,34,10,2,1,5,3,0,0,98,4,1974
57.0,1,0,16,5,7,1,0,0,97,6438,407,866,3,8,1,0,1,0,1,0,0,0,36,39,35,35,1,0,0,0,1,1,42,2,1,1,60,15,1,0,9,5,1,0,41,3,1977
39.0,6,1,34,2,14,0,0,0,355,8005,517,1942,17,24,4,3,2,0,1,0,2,0,31,35,25,18,2,0,5,0,2,0,76,1,1,0,21,5,0,0,8,2,1,0,27,7,2017
41.0,1,0,15,2,5,0,1,0,291,5784,1016,1154,2,6,0,0,0,0,0,0,0,0,33,0,32,0,2,2,1,0,1,1,75,1,0,0,27,10,0,0,6,2,0,0,9,0,1964
57.0,3,1,17,3,8,7,0,0,306,4771,694,1067,4,22,5,1,4,0,4,1,5,3,42,48,32,37,3,0,3,3,5,3,71,1,2,0,30,11,0,0,6,2,0,0,33,20,2008
43.0,2,0,9,2,1,0,0,0,321,5251,374,944,1,5,1,0,1,1,0,0,0,0,26,0,25,0,3,0,0,0,2,0,60,2,2,1,16,4,1,0,5,2,0,0,9,0,1965
169.0,6,3,42,8,30,7,0,0,221,10441,685,3622,11,12,5,2,0,0,3,1,0,0,39,57,37,62,6,2,5,1,19,6,72,4,3,0,19,4,0,0,17,3,3,0,27,4,1
93.0,4,0,17,3,0,0,0,0,327,2657,619,1103,6,18,2,0,1,0,1,0,0,0,43,22,40,22,0,0,5,0,0,0,56,3,1,0,12,5,0,0,6,0,0,0,19,1,1
150.0,11,3,28,7,29,15,0,0,190,9262,596,2445,2,5,7,0,1,0,2,2,0,0,41,43,40,46,7,3,3,2,17,6,130,4,1,0,18,7,0,0,10,2,5,3,90,68,1962
44.0,5,2,12,7,1,0,0,0,199,3717,1470,1998,1,5,0,0,0,0,1,0,0,0,40,0,32,0,0,0,2,1,1,0,47,2,0,0,20,8,0,0,6,3,0,0,3,0,1969
42.0,6,1,18,3,1,0,0,0,184,2984,674,959,3,5,0,0,3,0,1,0,0,0,37,47,30,38,1,0,2,0,2,0,50,2,2,0,28,5,2,0,6,0,0,0,29,12,1962
57.7,0,0,1,0,0,0,0,0,809,8033,1906,2351,5,5,0,0,1,1,0,0,0,0,25,30,25,30,0,0,0,0,0,0,68,3,0,0,3,0,0,0,0,0,0,0,2,1,1955
56.3,5,1,27,5,23,8,0,0,448,7268,473,504,2,9,1,1,2,0,1,1,0,0,42,42,32,32,8,3,10,3,9,4,79,2,5,2,35,12,1,0,11,2,1,1,57,22,1975
85.0,9,1,54,6,28,2,0,0,242,9081,681,2375,5,10,3,3,3,1,3,0,0,0,40,45,40,35,2,0,10,0,14,5,100,2,1,0,23,12,0,0,14,3,3,0,131,18,1917
49.3,5,1,28,6,3,1,0,0,183,2095,1763,5458,9,12,0,0,1,1,0,0,2,2,36,0,30,0,0,0,0,0,4,1,58,2,0,0,24,12,0,0,7,0,0,0,5,0,1981
53.0,5,0,49,7,13,0,0,0,233,9720,1213,3147,7,11,3,0,2,1,2,0,0,0,38,44,32,45,3,0,5,1,12,0,81,2,0,0,15,0,0,0,12,0,0,0,51,17,1991
34.0,1,1,19,5,7,1,0,0,131,6497,533,806,1,9,1,0,1,0,1,0,0,0,35,39,32,35,1,0,0,0,2,1,48,1,1,0,63,13,1,0,10,5,1,1,43,3,1978
63.0,4,0,21,3,2,0,0,0,186,2568,518,2332,3,5,2,0,1,0,1,0,0,0,27,0,23,0,0,0,7,2,1,0,51,3,3,0,28,11,0,0,8,3,0,0,8,0,1972
44.0,4,3,19,5,0,0,0,0,263,2403,492,1648,8,9,5,1,1,0,1,0,0,0,38,28,34,28,0,0,6,3,0,0,56,2,4,1,20,4,0,0,5,3,0,0,6,1,1979
56.0,2,0,19,2,2,1,0,0,156,2680,1882,5923,5,12,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,59,2,0,0,18,3,0,0,5,2,0,0,0,0,1981
88.0,6,2,8,5,2,0,0,0,342,3213,973,469,10,16,1,0,2,1,1,1,0,0,37,40,31,31,0,0,3,1,2,0,63,3,1,0,33,10,1,1,0,0,0,0,32,18,2010
58.0,9,1,18,6,6,2,0,0,279,460,761,3872,3,5,0,0,1,1,0,0,2,0,29,0,28,0,0,0,0,0,4,0,49,3,1,0,53,9,0,0,2,0,0,0,6,0,1969
40.0,5,0,59,15,29,9,0,0,131,9967,774,3240,1,4,6,0,2,1,2,1,0,0,43,28,40,25,6,3,6,2,17,3,67,2,2,0,29,3,0,0,22,4,3,0,54,7,1941
57.7,7,0,35,12,29,6,0,0,241,6676,642,448,9,9,4,1,3,1,2,0,1,1,37,37,29,30,5,1,14,6,11,7,76,3,2,0,51,9,2,1,11,4,0,0,108,49,1974
48.0,3,2,6,2,0,0,0,0,275,2767,976,2576,6,17,1,1,0,0,1,0,0,0,37,33,32,32,2,1,0,0,4,2,58,1,2,0,7,7,0,0,0,0,1,1,52,14,2013
110.0,4,2,38,10,24,8,0,0,329,10938,341,4123,8,9,5,3,0,0,3,2,0,0,35,45,26,37,4,1,5,2,13,5,68,2,3,2,20,9,0,0,13,0,1,1,14,7,1
35.0,1,1,21,6,5,0,1,0,205,6461,1815,1726,3,5,1,0,0,0,1,1,1,0,30,0,28,0,2,0,1,0,1,0,50,1,0,0,24,10,0,0,5,0,0,0,10,0,1981
70.9,5,0,38,2,11,3,0,0,137,8409,344,2358,10,12,4,3,1,1,2,1,1,1,31,39,25,17,1,0,6,0,5,0,86,2,1,1,17,3,0,0,5,2,1,0,32,5,2007
73.0,5,0,59,21,31,7,0,0,95,9877,862,3150,2,2,5,2,2,1,2,1,0,0,44,38,40,30,6,3,7,1,16,2,26,5,2,0,28,1,0,0,22,4,4,0,55,9,1888
33.5,8,4,16,3,6,2,0,0,221,1220,1127,4569,5,9,0,0,2,0,0,0,1,0,32,36,29,30,0,0,0,0,3,1,70,1,0,0,42,4,0,0,0,0,0,0,10,5,1971
72.0,3,1,13,3,3,0,0,0,197,2007,857,4977,6,16,0,0,1,1,0,0,2,0,39,33,42,40,2,2,2,1,0,0,58,2,1,0,33,14,0,0,4,0,0,0,9,3,2009
79.0,3,1,9,0,2,0,0,0,601,2723,698,2185,6,10,2,0,0,0,1,0,1,0,37,37,34,35,2,0,1,0,2,0,50,3,3,0,10,5,0,0,2,0,1,0,35,14,1999
41.0,5,0,15,4,5,1,0,0,422,4914,892,606,15,22,0,0,3,1,2,2,1,0,41,35,32,30,0,0,6,3,0,0,79,2,1,0,45,16,1,0,1,0,0,0,67,24,2014
44.0,7,2,18,5,3,0,0,0,195,453,1500,3758,5,9,0,0,2,0,1,1,2,1,27,0,30,0,1,1,0,0,3,0,63,2,0,0,44,7,0,0,7,3,0,0,3,0,1976
50.0,6,1,24,6,17,1,0,0,125,6672,1011,761,11,17,1,0,2,0,2,1,1,0,34,38,31,35,3,0,4,0,2,1,71,1,0,0,67,17,1,0,11,6,1,0,65,15,2012
60.0,4,0,16,0,4,2,0,0,596,2282,21,4146,8,18,0,0,1,0,0,0,1,1,35,50,38,50,2,0,2,0,2,0,80,2,1,1,44,21,0,0,5,0,0,0,12,1,2015
72.0,1,0,6,0,2,1,0,0,643,4957,1664,1485,14,17,1,0,0,0,1,1,1,0,34,37,34,37,0,0,2,0,1,0,56,3,0,0,7,2,0,0,2,0,0,0,12,2,1926
191.5,14,1,46,10,27,3,0,0,278,9175,550,2404,7,10,4,3,1,1,2,0,0,0,42,43,40,45,4,0,4,1,17,4,65,4,1,0,23,5,0,0,16,4,5,1,115,69,1999
52.0,4,1,18,2,4,0,1,0,125,2249,970,3226,7,16,1,1,1,0,2,0,0,0,35,50,28,50,2,0,3,1,7,4,76,2,2,0,23,1,0,0,6,0,1,0,30,2,2012
62.6,4,3,20,9,4,1,0,0,234,1724,701,4782,11,16,0,0,1,1,0,0,2,1,39,40,42,40,2,0,2,0,0,0,91,3,1,0,41,13,0,0,5,2,0,0,9,1,2013
95.0,3,1,18,4,5,2,0,0,187,7512,1076,1601,9,10,4,0,1,0,1,0,0,0,37,54,31,32,3,1,3,0,1,0,62,4,0,0,28,9,0,0,10,2,0,0,33,3,1998
43.0,3,0,15,5,3,1,0,0,139,2913,1295,2980,14,16,0,0,2,1,3,3,1,0,34,35,30,29,0,0,2,0,3,2,81,1,0,0,9,3,0,0,6,3,1,0,43,30,2008
67.0,2,1,25,12,4,1,0,0,199,2583,2281,6035,7,9,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,4,1,61,3,0,0,24,7,0,0,6,3,0,0,0,0,1984
47.2,8,2,43,12,24,8,0,0,81,7872,420,1316,5,16,3,0,0,0,2,0,2,1,35,0,25,0,3,0,14,4,6,1,88,1,4,2,42,11,0,0,12,4,1,1,51,0,2011
74.0,3,1,9,0,2,0,0,0,601,2723,698,2185,4,10,2,0,0,0,1,0,1,0,37,37,34,35,2,0,1,0,2,0,50,3,3,0,10,5,0,0,2,0,1,0,35,14,1999
77.2,1,0,7,0,1,0,0,0,663,5231,2532,2648,1,5,0,0,0,0,0,0,0,0,47,32,47,32,0,0,0,0,0,0,25,3,0,0,4,0,0,0,2,0,0,0,10,1,1979
58.0,3,1,11,3,2,1,0,0,353,2189,756,4843,14,16,0,0,1,0,0,0,2,1,39,33,42,40,2,2,1,1,0,0,68,1,1,0,36,15,0,0,3,0,0,0,9,3,2003
64.3,5,2,29,13,6,2,0,0,304,2041,2076,5542,17,17,0,0,1,1,0,0,2,2,36,0,30,0,0,0,0,0,5,1,77,1,0,0,29,13,0,0,7,1,0,0,5,0,2012
78.0,9,4,40,14,31,16,0,0,153,7734,218,942,8,23,4,0,0,0,1,0,1,1,40,49,28,25,7,1,13,7,10,2,100,3,5,3,40,22,1,0,14,6,2,0,51,16,2013
41.5,4,1,20,5,7,0,0,0,250,1393,1953,5067,6,16,0,0,1,0,0,0,2,0,29,28,29,29,0,0,1,1,4,0,73,1,0,0,40,9,0,0,6,2,0,0,8,3,2014
40.0,5,0,15,4,5,1,0,0,422,4914,892,606,14,22,0,0,3,1,2,2,1,0,41,35,32,30,0,0,6,3,0,0,78,1,1,0,45,16,1,0,1,0,0,0,67,24,2014
48.5,2,1,17,7,5,1,1,0,363,3698,715,1055,9,16,2,0,1,0,1,1,1,0,32,34,30,32,1,1,0,0,0,0,61,1,2,0,30,4,0,0,7,3,0,0,33,15,2010
27.0,4,1,46,22,25,11,0,0,60,10962,145,4182,2,3,4,3,0,0,4,1,0,0,32,35,25,28,4,1,5,1,13,3,61,1,3,3,20,11,0,0,15,9,1,1,16,9,1870
55.0,3,1,19,1,0,0,0,0,184,2326,712,1500,2,9,5,1,1,0,0,0,0,0,47,28,43,28,0,0,5,1,0,0,51,3,2,0,20,0,0,0,7,1,0,0,16,1,1975
63.0,10,2,40,14,37,10,0,0,133,7279,502,823,5,5,2,0,2,0,2,1,2,0,39,25,30,22,5,2,19,4,11,3,60,3,3,0,56,20,1,0,13,5,1,0,90,15,1973
34.0,4,2,21,5,3,0,1,0,94,3348,1010,1913,5,9,2,0,0,0,1,1,0,0,40,27,32,27,0,0,3,0,1,0,67,1,0,0,34,7,0,0,9,1,0,0,3,2,1974
54.0,8,5,15,4,3,1,0,0,292,4003,454,311,1,4,1,0,3,1,0,0,0,0,37,42,40,41,2,0,3,1,5,3,49,2,1,1,31,14,2,1,5,1,0,0,13,6,1958
50.0,4,4,41,21,9,6,0,0,112,8951,453,2645,3,5,3,0,1,1,2,2,1,1,36,29,32,25,1,1,5,3,8,5,61,2,1,1,16,4,0,0,6,2,0,0,57,24,1965
21.0,2,1,12,4,0,0,0,0,125,4119,1373,2903,9,9,1,1,0,0,0,0,0,0,51,47,55,47,0,0,1,0,1,1,66,1,0,0,6,1,0,0,5,3,0,0,4,2,1975
